rank;infinitiv;Ind_Präsens_1S;Ind_Präsens_2S;Indicatif_Présent_il_(elle,_on);Ind_Präsens_1P;Ind_Präsens_2P;Indicatif_Présent_ils_(elles);Imperatif_Imperatif_Présent_;Partizip_Präsens;Participe_Participe_Passé_masculin_singulier;Participe_Participe_Passé_feminin_singulier;Participe_Participe_Passé_masculin_pluriel;Participe_Participe_Passé_feminin_pluriel;Ind_Futur_1S;Ind_Futur_2S;Indicatif_Futur_il_(elle,_on);Ind_Futur_1P;Ind_Futur_2P;Indicatif_Futur_ils_(elles);Ind_Imperfekt_1S;Ind_Imperfekt_2S;Indicatif_Imparfait_il_(elle,_on);Ind_Imperfekt_1P;Ind_Imperfekt_2P;Indicatif_Imparfait_ils_(elles);Cond_Präsens_1S;Cond_Präsens_2S;Conditionnel_Présent_il_(elle,_on);Cond_Präsens_1P;Cond_Präsens_2P;Conditionnel_Présent_ils_(elles);Subjonctif_Présent_je;Subjonctif_Présent_tu;Subjonctif_Présent_il_(elle,_on);Subjonctif_Présent_nous;Subjonctif_Présent_vous;Subjonctif_Présent_ils_(elles);Indicatif_Passé_Simple_je;Indicatif_Passé_Simple_tu;Indicatif_Passé_Simple_il_(elle,_on);Indicatif_Passé_Simple_nous;Indicatif_Passé_Simple_vous;Indicatif_Passé_Simple_ils_(elles);Subjonctif_Imparfait_je;Subjonctif_Imparfait_tu;Subjonctif_Imparfait_il_(elle,_on);Subjonctif_Imparfait_nous;Subjonctif_Imparfait_vous;Subjonctif_Imparfait_ils_(elles)
6654;rejouer;rejoue;rejoues;rejoue;rejouons;rejouez;rejouent;rejouez;rejouant;rejoué;rejouée;rejoués;rejouées;rejouerai;rejoueras;rejouera;rejouerons;rejouerez;rejoueront;rejouais;rejouais;rejouait;rejouions;rejouiez;rejouaient;rejouerais;rejouerais;rejouerait;rejouerions;rejoueriez;rejoueraient;rejoue;rejoues;rejoue;rejouions;rejouiez;rejouent;rejouai;rejouas;rejoua;rejouâmes;rejouâtes;rejouèrent;rejouasse;rejouasses;rejouât;rejouassions;rejouassiez;rejouassent
6656;prélever;prélève;prélèves;prélève;prélevons;prélevez;prélèvent;prélevez;prélevant;prélevé;prélevée;prélevés;prélevées;prélèverai;prélèveras;prélèvera;prélèverons;prélèverez;prélèveront;prélevais;prélevais;prélevait;prélevions;préleviez;prélevaient;prélèverais;prélèverais;prélèverait;prélèverions;prélèveriez;prélèveraient;prélève;prélèves;prélève;prélevions;préleviez;prélèvent;prélevai;prélevas;préleva;prélevâmes;prélevâtes;prélevèrent;prélevasse;prélevasses;prélevât;prélevassions;prélevassiez;prélevassent
6662;digérer;digère;digères;digère;digérons;digérez;digèrent;digérez;digérant;digéré;digérée;digérés;digérées;digérerai;digéreras;digérera;digérerons;digérerez;digéreront;digérais;digérais;digérait;digérions;digériez;digéraient;digérerais;digérerais;digérerait;digérerions;digéreriez;digéreraient;digère;digères;digère;digérions;digériez;digèrent;digérai;digéras;digéra;digérâmes;digérâtes;digérèrent;digérasse;digérasses;digérât;digérassions;digérassiez;digérassent
6672;grer;gre;gres;gre;grons;grez;grent;grez;grant;gré;grée;grés;grées;grerai;greras;grera;grerons;grerez;greront;grais;grais;grait;grions;griez;graient;grerais;grerais;grerait;grerions;greriez;greraient;gre;gres;gre;grions;griez;grent;grai;gras;gra;grâmes;grâtes;grèrent;grasse;grasses;grât;grassions;grassiez;grassent
6678;déverser;déverse;déverses;déverse;déversons;déversez;déversent;déversez;déversant;déversé;déversée;déversés;déversées;déverserai;déverseras;déversera;déverserons;déverserez;déverseront;déversais;déversais;déversait;déversions;déversiez;déversaient;déverserais;déverserais;déverserait;déverserions;déverseriez;déverseraient;déverse;déverses;déverse;déversions;déversiez;déversent;déversai;déversas;déversa;déversâmes;déversâtes;déversèrent;déversasse;déversasses;déversât;déversassions;déversassiez;déversassent
6682;saturer;sature;satures;sature;saturons;saturez;saturent;saturez;saturant;saturé;saturée;saturés;saturées;saturerai;satureras;saturera;saturerons;saturerez;satureront;saturais;saturais;saturait;saturions;saturiez;saturaient;saturerais;saturerais;saturerait;saturerions;satureriez;satureraient;sature;satures;sature;saturions;saturiez;saturent;saturai;saturas;satura;saturâmes;saturâtes;saturèrent;saturasse;saturasses;saturât;saturassions;saturassiez;saturassent
6683;abuser;abuse;abuses;abuse;abusons;abusez;abusent;abusez;abusant;abusé;abusée;abusés;abusées;abuserai;abuseras;abusera;abuserons;abuserez;abuseront;abusais;abusais;abusait;abusions;abusiez;abusaient;abuserais;abuserais;abuserait;abuserions;abuseriez;abuseraient;abuse;abuses;abuse;abusions;abusiez;abusent;abusai;abusas;abusa;abusâmes;abusâtes;abusèrent;abusasse;abusasses;abusât;abusassions;abusassiez;abusassent
6690;piquer;pique;piques;pique;piquons;piquez;piquent;piquez;piquant;piqué;piquée;piqués;piquées;piquerai;piqueras;piquera;piquerons;piquerez;piqueront;piquais;piquais;piquait;piquions;piquiez;piquaient;piquerais;piquerais;piquerait;piquerions;piqueriez;piqueraient;pique;piques;pique;piquions;piquiez;piquent;piquai;piquas;piqua;piquâmes;piquâtes;piquèrent;piquasse;piquasses;piquât;piquassions;piquassiez;piquassent
6695;bayer;baie;baies;baie;bayons;bayez;baient;bayez;bayant;bayé;bayée;bayés;bayées;baierai;baieras;baiera;baierons;baierez;baieront;bayais;bayais;bayait;bayions;bayiez;bayaient;baierais;baierais;baierait;baierions;baieriez;baieraient;baie;baies;baie;bayions;bayiez;baient;bayai;bayas;baya;bayâmes;bayâtes;bayèrent;bayasse;bayasses;bayât;bayassions;bayassiez;bayassent
6700;imputer;impute;imputes;impute;imputons;imputez;imputent;imputez;imputant;imputé;imputée;imputés;imputées;imputerai;imputeras;imputera;imputerons;imputerez;imputeront;imputais;imputais;imputait;imputions;imputiez;imputaient;imputerais;imputerais;imputerait;imputerions;imputeriez;imputeraient;impute;imputes;impute;imputions;imputiez;imputent;imputai;imputas;imputa;imputâmes;imputâtes;imputèrent;imputasse;imputasses;imputât;imputassions;imputassiez;imputassent
6717;jupiler;jupile;jupiles;jupile;jupilons;jupilez;jupilent;jupilez;jupilant;jupilé;jupilée;jupilés;jupilées;jupilerai;jupileras;jupilera;jupilerons;jupilerez;jupileront;jupilais;jupilais;jupilait;jupilions;jupiliez;jupilaient;jupilerais;jupilerais;jupilerait;jupilerions;jupileriez;jupileraient;jupile;jupiles;jupile;jupilions;jupiliez;jupilent;jupilai;jupilas;jupila;jupilâmes;jupilâtes;jupilèrent;jupilasse;jupilasses;jupilât;jupilassions;jupilassiez;jupilassent
6720;muscler;muscle;muscles;muscle;musclons;musclez;musclent;musclez;musclant;musclé;musclée;musclés;musclées;musclerai;muscleras;musclera;musclerons;musclerez;muscleront;musclais;musclais;musclait;musclions;muscliez;musclaient;musclerais;musclerais;musclerait;musclerions;muscleriez;muscleraient;muscle;muscles;muscle;musclions;muscliez;musclent;musclai;musclas;muscla;musclâmes;musclâtes;musclèrent;musclasse;musclasses;musclât;musclassions;musclassiez;musclassent
6721;musculaire;musculais;musculais;musculaît;musculaisons;musculaisez;musculaisent;musculaisez;musculaisant;musculu;musculue;musculus;musculues;musculairai;musculairas;musculaira;musculairons;musculairez;musculairont;musculaisais;musculaisais;musculaisait;musculaisions;musculaisiez;musculaisaient;musculairais;musculairais;musculairait;musculairions;musculairiez;musculairaient;musculaise;musculaises;musculaise;musculaisions;musculaisiez;musculaisent;musculus;musculus;musculut;musculûmes;musculûtes;musculurent;musculusse;musculusses;musculût;musculussions;musculussiez;musculussent
6727;cellulaire;cellulais;cellulais;cellulaît;cellulaisons;cellulaisez;cellulaisent;cellulaisez;cellulaisant;cellulu;cellulue;cellulus;cellulues;cellulairai;cellulairas;cellulaira;cellulairons;cellulairez;cellulairont;cellulaisais;cellulaisais;cellulaisait;cellulaisions;cellulaisiez;cellulaisaient;cellulairais;cellulairais;cellulairait;cellulairions;cellulairiez;cellulairaient;cellulaise;cellulaises;cellulaise;cellulaisions;cellulaisiez;cellulaisent;cellulus;cellulus;cellulut;cellulûmes;cellulûtes;cellulurent;cellulusse;cellulusses;cellulût;cellulussions;cellulussiez;cellulussent
6734;loire;lois;lois;loit;loyons;loyez;loient;loyez;loyant;loit;loite;loits;loites;loirai;loiras;loira;loirons;loirez;loiront;loyais;loyais;loyait;loyions;loyiez;loyaient;loirais;loirais;loirait;loirions;loiriez;loiraient;loie;loies;loie;loyions;loyiez;loient;;;;;;;;;;;;
6737;moquer;moque;moques;moque;moquons;moquez;moquent;moquez;moquant;moqué;moquée;moqués;moquées;moquerai;moqueras;moquera;moquerons;moquerez;moqueront;moquais;moquais;moquait;moquions;moquiez;moquaient;moquerais;moquerais;moquerait;moquerions;moqueriez;moqueraient;moque;moques;moque;moquions;moquiez;moquent;moquai;moquas;moqua;moquâmes;moquâtes;moquèrent;moquasse;moquasses;moquât;moquassions;moquassiez;moquassent
6740;conditionner;conditionne;conditionnes;conditionne;conditionnons;conditionnez;conditionnent;conditionnez;conditionnant;conditionné;conditionnée;conditionnés;conditionnées;conditionnerai;conditionneras;conditionnera;conditionnerons;conditionnerez;conditionneront;conditionnais;conditionnais;conditionnait;conditionnions;conditionniez;conditionnaient;conditionnerais;conditionnerais;conditionnerait;conditionnerions;conditionneriez;conditionneraient;conditionne;conditionnes;conditionne;conditionnions;conditionniez;conditionnent;conditionnai;conditionnas;conditionna;conditionnâmes;conditionnâtes;conditionnèrent;conditionnasse;conditionnasses;conditionnât;conditionnassions;conditionnassiez;conditionnassent
6742;sacrifier;sacrifie;sacrifies;sacrifie;sacrifions;sacrifiez;sacrifient;sacrifiez;sacrifiant;sacrifié;sacrifiée;sacrifiés;sacrifiées;sacrifierai;sacrifieras;sacrifiera;sacrifierons;sacrifierez;sacrifieront;sacrifiais;sacrifiais;sacrifiait;sacrifiions;sacrifiiez;sacrifiaient;sacrifierais;sacrifierais;sacrifierait;sacrifierions;sacrifieriez;sacrifieraient;sacrifie;sacrifies;sacrifie;sacrifiions;sacrifiiez;sacrifient;sacrifiai;sacrifias;sacrifia;sacrifiâmes;sacrifiâtes;sacrifièrent;sacrifiasse;sacrifiasses;sacrifiât;sacrifiassions;sacrifiassiez;sacrifiassent
6746;briguer;brigue;brigues;brigue;briguons;briguez;briguent;briguez;briguant;brigué;briguée;brigués;briguées;briguerai;brigueras;briguera;briguerons;briguerez;brigueront;briguais;briguais;briguait;briguions;briguiez;briguaient;briguerais;briguerais;briguerait;briguerions;brigueriez;brigueraient;brigue;brigues;brigue;briguions;briguiez;briguent;briguai;briguas;brigua;briguâmes;briguâtes;briguèrent;briguasse;briguasses;briguât;briguassions;briguassiez;briguassent
6755;deviner;devine;devines;devine;devinons;devinez;devinent;devinez;devinant;deviné;devinée;devinés;devinées;devinerai;devineras;devinera;devinerons;devinerez;devineront;devinais;devinais;devinait;devinions;deviniez;devinaient;devinerais;devinerais;devinerait;devinerions;devineriez;devineraient;devine;devines;devine;devinions;deviniez;devinent;devinai;devinas;devina;devinâmes;devinâtes;devinèrent;devinasse;devinasses;devinât;devinassions;devinassiez;devinassent
6756;séminair;séminais;séminais;séminait;séminaissons;séminaissez;séminaissent;séminaissez;séminaissant;séminai;séminaie;séminais;séminaies;séminairai;séminairas;séminaira;séminairons;séminairez;séminairont;séminaissais;séminaissais;séminaissait;séminaissions;séminaissiez;séminaissaient;séminairais;séminairais;séminairait;séminairions;séminairiez;séminairaient;séminaisse;séminaisses;séminaisse;séminaissions;séminaissiez;séminaissent;séminais;séminais;séminait;séminaîmes;séminaîtes;séminairent;séminaisse;séminaisses;séminaît;séminaissions;séminaissiez;séminaissent
6758;tournure;touais;touais;touaît;touaissons;touaissez;touaissent;touaissez;touaissant;touu;touue;touus;touues;touaîtrai;touaîtras;touaîtra;touaîtrons;touaîtrez;touaîtront;touaissais;touaissais;touaissait;touaissions;touaissiez;touaissaient;touaîtrais;touaîtrais;touaîtrait;touaîtrions;touaîtriez;touaîtraient;touaisse;touaisses;touaisse;touaissions;touaissiez;touaissent;touus;touus;touut;touûmes;touûtes;touurent;touusse;touusses;touût;touussions;touussiez;touussent
6763;cuisiner;cuisine;cuisines;cuisine;cuisinons;cuisinez;cuisinent;cuisinez;cuisinant;cuisiné;cuisinée;cuisinés;cuisinées;cuisinerai;cuisineras;cuisinera;cuisinerons;cuisinerez;cuisineront;cuisinais;cuisinais;cuisinait;cuisinions;cuisiniez;cuisinaient;cuisinerais;cuisinerais;cuisinerait;cuisinerions;cuisineriez;cuisineraient;cuisine;cuisines;cuisine;cuisinions;cuisiniez;cuisinent;cuisinai;cuisinas;cuisina;cuisinâmes;cuisinâtes;cuisinèrent;cuisinasse;cuisinasses;cuisinât;cuisinassions;cuisinassiez;cuisinassent
6772;dispenser;dispense;dispenses;dispense;dispensons;dispensez;dispensent;dispensez;dispensant;dispensé;dispensée;dispensés;dispensées;dispenserai;dispenseras;dispensera;dispenserons;dispenserez;dispenseront;dispensais;dispensais;dispensait;dispensions;dispensiez;dispensaient;dispenserais;dispenserais;dispenserait;dispenserions;dispenseriez;dispenseraient;dispense;dispenses;dispense;dispensions;dispensiez;dispensent;dispensai;dispensas;dispensa;dispensâmes;dispensâtes;dispensèrent;dispensasse;dispensasses;dispensât;dispensassions;dispensassiez;dispensassent
6774;supermarcher;supermarche;supermarches;supermarche;supermarchons;supermarchez;supermarchent;supermarchez;supermarchant;supermarché;supermarchée;supermarchés;supermarchées;supermarcherai;supermarcheras;supermarchera;supermarcherons;supermarcherez;supermarcheront;supermarchais;supermarchais;supermarchait;supermarchions;supermarchiez;supermarchaient;supermarcherais;supermarcherais;supermarcherait;supermarcherions;supermarcheriez;supermarcheraient;supermarche;supermarches;supermarche;supermarchions;supermarchiez;supermarchent;supermarchai;supermarchas;supermarcha;supermarchâmes;supermarchâtes;supermarchèrent;supermarchasse;supermarchasses;supermarchât;supermarchassions;supermarchassiez;supermarchassent
6775;border;borde;bordes;borde;bordons;bordez;bordent;bordez;bordant;bordé;bordée;bordés;bordées;borderai;borderas;bordera;borderons;borderez;borderont;bordais;bordais;bordait;bordions;bordiez;bordaient;borderais;borderais;borderait;borderions;borderiez;borderaient;borde;bordes;borde;bordions;bordiez;bordent;bordai;bordas;borda;bordâmes;bordâtes;bordèrent;bordasse;bordasses;bordât;bordassions;bordassiez;bordassent
6780;gâcher;gâche;gâches;gâche;gâchons;gâchez;gâchent;gâchez;gâchant;gâché;gâchée;gâchés;gâchées;gâcherai;gâcheras;gâchera;gâcherons;gâcherez;gâcheront;gâchais;gâchais;gâchait;gâchions;gâchiez;gâchaient;gâcherais;gâcherais;gâcherait;gâcherions;gâcheriez;gâcheraient;gâche;gâches;gâche;gâchions;gâchiez;gâchent;gâchai;gâchas;gâcha;gâchâmes;gâchâtes;gâchèrent;gâchasse;gâchasses;gâchât;gâchassions;gâchassiez;gâchassent
6781;rer;re;res;re;rons;rez;rent;rez;rant;ré;rée;rés;rées;rerai;reras;rera;rerons;rerez;reront;rais;rais;rait;rions;riez;raient;rerais;rerais;rerait;rerions;reriez;reraient;re;res;re;rions;riez;rent;rai;ras;ra;râmes;râtes;rèrent;rasse;rasses;rât;rassions;rassiez;rassent
6784;laser;lase;lases;lase;lasons;lasez;lasent;lasez;lasant;lasé;lasée;lasés;lasées;laserai;laseras;lasera;laserons;laserez;laseront;lasais;lasais;lasait;lasions;lasiez;lasaient;laserais;laserais;laserait;laserions;laseriez;laseraient;lase;lases;lase;lasions;lasiez;lasent;lasai;lasas;lasa;lasâmes;lasâtes;lasèrent;lasasse;lasasses;lasât;lasassions;lasassiez;lasassent
6796;enfoncer;enfonce;enfonces;enfonce;enfonçons;enfoncez;enfoncent;enfoncez;enfonçant;enfoncé;enfoncée;enfoncés;enfoncées;enfoncerai;enfonceras;enfoncera;enfoncerons;enfoncerez;enfonceront;enfonçais;enfonçais;enfonçait;enfoncions;enfonciez;enfonçaient;enfoncerais;enfoncerais;enfoncerait;enfoncerions;enfonceriez;enfonceraient;enfonce;enfonces;enfonce;enfoncions;enfonciez;enfoncent;enfonçai;enfonças;enfonça;enfonçâmes;enfonçâtes;enfoncèrent;enfonçasse;enfonçasses;enfonçât;enfonçassions;enfonçassiez;enfonçassent
6799;joker;joke;jokes;joke;jokons;jokez;jokent;jokez;jokant;joké;jokée;jokés;jokées;jokerai;jokeras;jokera;jokerons;jokerez;jokeront;jokais;jokais;jokait;jokions;jokiez;jokaient;jokerais;jokerais;jokerait;jokerions;jokeriez;jokeraient;joke;jokes;joke;jokions;jokiez;jokent;jokai;jokas;joka;jokâmes;jokâtes;jokèrent;jokasse;jokasses;jokât;jokassions;jokassiez;jokassent
6800;enfer;enfe;enfes;enfe;enfons;enfez;enfent;enfez;enfant;enfé;enfée;enfés;enfées;enferai;enferas;enfera;enferons;enferez;enferont;enfais;enfais;enfait;enfions;enfiez;enfaient;enferais;enferais;enferait;enferions;enferiez;enferaient;enfe;enfes;enfe;enfions;enfiez;enfent;enfai;enfas;enfa;enfâmes;enfâtes;enfèrent;enfasse;enfasses;enfât;enfassions;enfassiez;enfassent
6801;narendrer;narendre;narendres;narendre;narendrons;narendrez;narendrent;narendrez;narendrant;narendré;narendrée;narendrés;narendrées;narendrerai;narendreras;narendrera;narendrerons;narendrerez;narendreront;narendrais;narendrais;narendrait;narendrions;narendriez;narendraient;narendrerais;narendrerais;narendrerait;narendrerions;narendreriez;narendreraient;narendre;narendres;narendre;narendrions;narendriez;narendrent;narendrai;narendras;narendra;narendrâmes;narendrâtes;narendrèrent;narendrasse;narendrasses;narendrât;narendrassions;narendrassiez;narendrassent
6806;imaginaire;imaginais;imaginais;imaginait;imaginaisons;imaginaites;imaginont;imaginaites;imaginaisant;imaginait;imaginaite;imaginaits;imaginaites;imaginerai;imagineras;imaginera;imaginerons;imaginerez;imagineront;imaginaisais;imaginaisais;imaginaisait;imaginaisions;imaginaisiez;imaginaisaient;imaginerais;imaginerais;imaginerait;imaginerions;imagineriez;imagineraient;imaginasse;imaginasses;imaginasse;imaginassions;imaginassiez;imaginassent;imaginis;imaginis;imaginit;imaginîmes;imaginîtes;imaginirent;imaginisse;imaginisses;imaginît;imaginissions;imaginissiez;imaginissent
6817;louper;loupe;loupes;loupe;loupons;loupez;loupent;loupez;loupant;loupé;loupée;loupés;loupées;louperai;louperas;loupera;louperons;louperez;louperont;loupais;loupais;loupait;loupions;loupiez;loupaient;louperais;louperais;louperait;louperions;louperiez;louperaient;loupe;loupes;loupe;loupions;loupiez;loupent;loupai;loupas;loupa;loupâmes;loupâtes;loupèrent;loupasse;loupasses;loupât;loupassions;loupassiez;loupassent
6819;improviser;improvise;improvises;improvise;improvisons;improvisez;improvisent;improvisez;improvisant;improvisé;improvisée;improvisés;improvisées;improviserai;improviseras;improvisera;improviserons;improviserez;improviseront;improvisais;improvisais;improvisait;improvisions;improvisiez;improvisaient;improviserais;improviserais;improviserait;improviserions;improviseriez;improviseraient;improvise;improvises;improvise;improvisions;improvisiez;improvisent;improvisai;improvisas;improvisa;improvisâmes;improvisâtes;improvisèrent;improvisasse;improvisasses;improvisât;improvisassions;improvisassiez;improvisassent
6821;mandater;mandate;mandates;mandate;mandatons;mandatez;mandatent;mandatez;mandatant;mandaté;mandatée;mandatés;mandatées;mandaterai;mandateras;mandatera;mandaterons;mandaterez;mandateront;mandatais;mandatais;mandatait;mandations;mandatiez;mandataient;mandaterais;mandaterais;mandaterait;mandaterions;mandateriez;mandateraient;mandate;mandates;mandate;mandations;mandatiez;mandatent;mandatai;mandatas;mandata;mandatâmes;mandatâtes;mandatèrent;mandatasse;mandatasses;mandatât;mandatassions;mandatassiez;mandatassent
